domain,keyword,title,url,source_domain,seendate,language,country,date_parsed,dup_count
OAE,marine carbon removal,GUEST COMMENTARY : Can we tweak ocean to hold back climate change ?,https://www.columbiamissourian.com/opinion/guest_commentaries/guest-commentary-can-we-tweak-ocean-to-hold-back-climate/article_7c183d3e-450b-11e9-a295-63edf616d1ce.html,columbiamissourian.com,20190313T143000Z,English,United States,2019-03-13 14:30:00,2
OAE,ocean-based climate solutions,How negative can carbontech entrepreneurs go ?,https://impactalpha.com/how-negative-can-carbontech-entrepreneurs-go/,impactalpha.com,20190403T111500Z,English,United States,2019-04-03 11:15:00,1
OAE,ocean alkalinity,"Climate engineering needs to look at the big picture , says researcher",https://www.eurekalert.org/pub_releases/2019-04/cu-cen041619.php,eurekalert.org,20190416T191500Z,English,United States,2019-04-16 19:15:00,8
OAE,ocean alkalinity enhancement,Potential effects of large - scale projects designed to offset Earth changing climate,https://www.sciencedaily.com/releases/2019/04/190416145219.htm,sciencedaily.com,20190416T203000Z,English,United States,2019-04-16 20:30:00,4
OAE,ocean-based climate solutions,Start - Ups Hoping to Fight Climate Change Struggle as Other Tech Firms Cash In,https://www.nytimes.com/2019/05/07/business/carbon-removal-technology-start-ups.html,nytimes.com,20190507T080000Z,English,United States,2019-05-07 08:00:00,1
OAE,ocean alkalinity,Air - sea disequilibrium enhances ocean carbon storage during glacial periods,https://advances.sciencemag.org/content/5/6/eaaw4981.full,advances.sciencemag.org,20190612T190000Z,English,United States,2019-06-12 19:00:00,1
OAE,ocean alkalinity,OSU study may solve mystery of low CO2 during ice ages,https://www.ktvz.com/news/osu-study-may-solve-mystery-of-low-co2-during-ice-ages/1085711308,ktvz.com,20190612T191500Z,English,United States,2019-06-12 19:15:00,1
OAE,ocean alkalinity,Solving the mystery of why atmospheric carbon dioxide was lower during ice ages,https://phys.org/news/2019-06-mystery-atmospheric-carbon-dioxide-ice.html,phys.org,20190613T123000Z,English,United States,2019-06-13 12:30:00,1
OAE,ocean alkalinity,Study may solve long - standing mystery of why atmospheric CO2 was lower during ice ages,https://theworldlink.com/lifestyles/go/study-may-solve-long-standing-mystery-of-why-atmospheric-co/article_fc07aba6-5b09-5990-af7b-3ec73ddd0192.html,theworldlink.com,20190616T200000Z,English,United States,2019-06-16 20:00:00,1
OAE,ocean alkalinity,Ocean temperature study may solve low atmospheric CO2 mystery,https://www.thenewsguard.com/news/ocean-temperature-study-may-solve-low-atmospheric-co-mystery/article_9d9ab80c-9384-11e9-893b-e7cc382ef4b7.html,thenewsguard.com,20190622T074500Z,English,United States,2019-06-22 07:45:00,1
OAE,ocean alkalinization,Bruce Melton : Tree planting : A diminishing part of the climate solution,http://www.theragblog.com/bruce-melton-tree-planting-a-diminishing-part-of-the-climate-solution/,theragblog.com,20190821T020000Z,English,United States,2019-08-21 02:00:00,1
OAE,ocean-based climate solutions,Turning the Tide : Ocean - Based Solutions Could Close Emission Gap by 21 %,https://www.wri.org/blog/2019/09/turning-tide-ocean-based-solutions-could-close-emission-gap-21-percent,wri.org,20190923T050000Z,English,United States,2019-09-23 05:00:00,1
OAE,ocean-based climate solutions,Look to the ocean for climate change solutions,https://www.cnn.com/2019/09/23/opinions/un-ocean-climate-change-solutions-solberg-remengesau/,cnn.com,20190923T130000Z,English,United States,2019-09-23 13:00:00,1
OAE,ocean-based climate solutions,RELEASE : Ocean - Based Climate Action Could Deliver a Fifth of Emissions Cuts Needed to Limit Temperature Rise to 1 . 5°C,https://www.wri.org/news/2019/09/release-ocean-based-climate-action-could-deliver-fifth-emissions-cuts-needed,wri.org,20190924T143000Z,English,United States,2019-09-24 14:30:00,1
OAE,ocean-based climate solutions,RELEASE : Ocean - Based Climate Action Could Deliver a Fifth of Emissions Cuts Needed to Limit Temperature Rise to 1 . 5C,https://www.pressreleasepoint.com/release-ocean-based-climate-action-could-deliver-fifth-emissions-cuts-needed-limit-temperature-rise,pressreleasepoint.com,20190924T224500Z,English,United States,2019-09-24 22:45:00,1
OAE,ocean alkalinity,The story behind these ubiquitous round worms,https://www.juneauempire.com/news/the-story-behind-these-ubiquitous-round-worms/,juneauempire.com,20191016T153000Z,English,United States,2019-10-16 15:30:00,1
OAE,ocean alkalinity enhancement,Benefits and risks for marine life from carbon dioxide removal approaches,https://phys.org/news/2019-12-benefits-marine-life-carbon-dioxide.html,phys.org,20191210T154500Z,English,United States,2019-12-10 15:45:00,3
OAE,ocean carbon removal,6 Ways to Remove Carbon Pollution from the Sky,https://www.wri.org/blog/2020/06/6-ways-remove-carbon-pollution-sky,wri.org,20200609T210000Z,English,United States,2020-06-09 21:00:00,1
OAE,ocean alkalinity,Public perceptions of carbon dioxide removal in the United States and the United Kingdom,https://www.nature.com/articles/s41558-020-0823-z,nature.com,20200706T154500Z,English,United States,2020-07-06 15:45:00,1
OAE,ocean alkalinity,Potential for large - scale CO 2 removal via enhanced rock weathering with croplands,https://www.nature.com/articles/s41586-020-2448-9,nature.com,20200708T191500Z,English,United States,2020-07-08 19:15:00,1
OAE,ocean alkalinity enhancement,We Have Just One Decade to Turn Back the Worst of Climate Change : Here How Philanthropy Can Lead ( Opinion ),https://www.philanthropy.com/article/We-Have-Just-One-Decade-to/249258,philanthropy.com,20200806T144500Z,English,United States,2020-08-06 14:45:00,4
OAE,alkalinity enhancement,Silicon Valley billionaires want to geoengineer the world oceans,https://www.newscientist.com/article/mg24732980-500-silicon-valley-billionaires-want-to-geoengineer-the-worlds-oceans/,newscientist.com,20200901T161500Z,English,United States,2020-09-01 16:15:00,8
OAE,ocean-based climate solutions,Our Ocean and Climate Change - Ocean Conservancy,https://oceanconservancy.org/blog/2020/09/23/ocean-climate-change-2/,oceanconservancy.org,20200923T124500Z,English,United States,2020-09-23 12:45:00,1
OAE,alkalinity enhancement,How the Ocean Can Help Absorb CO2 | World Resources Institute,https://www.wri.org/blog/2020/10/ocean-carbon-dioxide-sequestration,wri.org,20201008T221500Z,English,United States,2020-10-08 22:15:00,1
OAE,ocean-based climate solutions,Guest Column : Protect ocean habitats from climate change,https://www.dailyastorian.com/opinion/columns/guest-column-protect-ocean-habitats-from-climate-change/article_c96f3418-3413-11eb-a768-27c1beb74004.html,dailyastorian.com,20201203T134500Z,English,United States,2020-12-03 13:45:00,1
OAE,ocean-based climate solutions,Opinion | Biden Needs to Go Big on the Climate,https://www.politico.com/news/magazine/2020/12/08/biden-climate-unity-grijalva-443650,politico.com,20201208T191500Z,English,United States,2020-12-08 19:15:00,1
OAE,ocean-based climate solutions,Maritime Legislative Update | Blank Rome LLP,https://www.jdsupra.com/legalnews/maritime-legislative-update-16849/,jdsupra.com,20201209T170000Z,English,United States,2020-12-09 17:00:00,1
OAE,ocean-based climate solutions,Ocean Climate Action : Looking to the Ocean for Climate Solutions - Center for American Progress,https://www.americanprogress.org/events/2020/12/09/493633/ocean-climate-action-ocean-can-fight-climate-change/,americanprogress.org,20201210T181500Z,English,United States,2020-12-10 18:15:00,1
OAE,ocean-based climate solutions,Creating Safe Havens for Seabirds,https://www.audubon.org/news/creating-safe-havens-seabirds,audubon.org,20201214T204500Z,English,United States,2020-12-14 20:45:00,1
OAE,ocean-based climate solutions,6 Things Environmentally - Minded American Voters Can Focus On Post - Election,https://www.theinertia.com/environment/6-things-environmentally-minded-american-voters-can-focus-on-post-election/,theinertia.com,20201215T051500Z,English,United States,2020-12-15 05:15:00,1
OAE,ocean-based climate solutions,The ocean under Biden,http://www.msn.com/en-us/news/politics/the-ocean-under-biden/ar-BB1c0WZm,msn.com,20201217T170000Z,English,United States,2020-12-17 17:00:00,1
OAE,ocean-based climate solutions,The ocean heroic potential could be realized under Biden,https://www.bostonglobe.com/2020/12/21/opinion/oceans-heroic-potential-could-be-realized-under-biden/,bostonglobe.com,20201221T083000Z,English,United States,2020-12-21 08:30:00,1
OAE,ocean-based climate solutions,Coastal News Today | united states - Creating a More Just Climate Future for Those on the Front Lines,https://www.coastalnewstoday.com/post/usa-creating-a-more-just-climate-future-for-those-on-the-front-lines,coastalnewstoday.com,20201223T000000Z,English,United States,2020-12-23 00:00:00,1
OAE,ocean-based climate solutions,Commercial fishing associations demand voice in Biden conservation planning,https://www.seafoodsource.com/news/environment-sustainability/commercial-fishing-associations-demand-voice-in-biden-s-conservation-planning,seafoodsource.com,20210201T204500Z,English,United States,2021-02-01 20:45:00,1
OAE,ocean-based climate solutions,"New York energy secretary Lefton picked to run BOEM , bureau confirms",https://www.rechargenews.com/wind/new-york-energy-secretary-lefton-picked-to-run-boem-bureau-confirms/2-1-956013,rechargenews.com,20210203T000000Z,English,United States,2021-02-03 00:00:00,1
OAE,ocean-based climate solutions,Biden climate plan can work if it sea to shining sea,https://thehill.com/opinion/energy-environment/537322-bidens-climate-plan-can-work-if-its-sea-to-shining-sea,thehill.com,20210204T180000Z,English,United States,2021-02-04 18:00:00,2
OAE,ocean-based climate solutions,"Washington Governor Jay Inslee , alongside Congressmembers Karen Bass and Jared Huffman , to Kick Off The Marine Mammal Center Ocean Policy Webinar Series on February 9",https://www.tmcnet.com/usubmit/2021/02/05/9302999.htm,tmcnet.com,20210205T214500Z,English,United States,2021-02-05 21:45:00,1
OAE,ocean-based climate solutions,"Leading Ocean Scientists to Advise , Evaluate Running Tide Ocean - Based Climate Solution",https://www.prweb.com/releases/leading_ocean_scientists_to_advise_evaluate_running_tides_ocean_based_climate_solution/prweb17703679.htm,prweb.com,20210209T204500Z,English,United States,2021-02-09 20:45:00,1
OAE,ocean-based climate solutions,Grijalva hopes to work with Haaland to  repair  Interior,https://thehill.com/policy/energy-environment/538318-grijalva-hopes-to-work-with-haaland-to-repair-interior,thehill.com,20210211T121500Z,English,United States,2021-02-11 12:15:00,1
OAE,ocean-based climate solutions,OCEAN VISIONS TO ADVISE AND MONITOR AT - SEA CARBON REMOVAL EXPERIMENT,https://www.wicz.com/story/43334916/ocean-visions-to-advise-and-monitor-at-sea-carbon-removal-experiment,wicz.com,20210211T200000Z,English,United States,2021-02-11 20:00:00,2
OAE,ocean-based climate solutions,Setting Biden seafood policy table,http://www.msn.com/en-us/news/politics/setting-biden-s-seafood-policy-table/ar-BB1dJqB8,msn.com,20210216T161500Z,English,United States,2021-02-16 16:15:00,2
OAE,ocean-based climate solutions,Biden Administration Advances Climate Change Agenda,https://www.natlawreview.com/article/biden-administration-rapidly-advances-climate-change-agenda,natlawreview.com,20210217T151500Z,English,United States,2021-02-17 15:15:00,1
OAE,ocean-based climate solutions,Coastal News Today | united states - Setting Biden Seafood Policy Table,https://www.coastalnewstoday.com/post/usa-setting-bidens-seafood-policy-table,coastalnewstoday.com,20210218T063000Z,English,United States,2021-02-18 06:30:00,1
OAE,ocean carbon removal,ASPN | Upending Global Hydrogen with Dr . Greg Rau,https://www.coastalnewstoday.com/podcasts/upending-global-hydrogen-with-dr-greg-rau-changing-waters,coastalnewstoday.com,20210219T060000Z,English,United States,2021-02-19 06:00:00,1
OAE,ocean carbon removal,Why a net - zero future depends on the ocean ability to absorb carbon,https://www.bignewsnetwork.com/news/267911453/why-a-net-zero-future-depends-on-the-oceans-ability-to-absorb-carbon,bignewsnetwork.com,20210223T193000Z,English,United States,2021-02-23 19:30:00,2
OAE,ocean carbon removal,A Net - Zero Future Depends On The Ocean Ability To,https://www.marinetechnologynews.com/news/future-depends-ocean-ability-608601,marinetechnologynews.com,20210224T164500Z,English,United States,2021-02-24 16:45:00,1
OAE,ocean-based climate solutions,"Donald Lawson : If I can sail around the world , we can combat the climate crisis | COMMENTARY",http://www.capitalgazette.com/opinion/columns/ac-ce-column-donald-lawson-2021225-20210224-lgzlf6gcofe7dnfvdeiryctjby-story.html,capitalgazette.com,20210225T000000Z,English,United States,2021-02-25 00:00:00,1
OAE,ocean-based climate solutions,"Reduce , Reuse , Recycle : 5 Carbon Capture & Storage Startups Saving the World !",https://www.industryleadersmagazine.com/reduce-reuse-recycle-5-carbon-capture-storage-startups-saving-the-world/,industryleadersmagazine.com,20210302T130000Z,English,United States,2021-03-02 13:00:00,1
OAE,ocean-based climate solutions,"Outdoor Industry Association Supports President Biden Nominee for the Interior Secretary , Debra Haaland – Says An Interior Secretary the American People Deserve",https://goldrushcam.com/sierrasuntimes/index.php/news/local-news/28412-outdoor-industry-association-supports-president-biden-s-nominee-for-the-interior-secretary-debra-haaland-says-an-interior-secretary-the-american-people-deserve,goldrushcam.com,20210305T163000Z,English,United States,2021-03-05 16:30:00,1
OAE,ocean-based climate solutions,Coastal News Today | World - One ocean : At the intersection of green energy and a blue economy,https://www.coastalnewstoday.com/post/world-one-ocean-at-the-intersection-of-green-energy-and-a-blue-economy,coastalnewstoday.com,20210312T053000Z,English,United States,2021-03-12 05:30:00,1
OAE,ocean-based climate solutions,Leading Companies Start Taking Action on Shipping Emissions,https://www.triplepundit.com/story/2021/shipping-emissions/719776,triplepundit.com,20210318T074500Z,English,United States,2021-03-18 07:45:00,1
OAE,ocean-based climate solutions,Join the Virtual Capitol Hill Lobby Day for ocean climate action on April 14,https://vermontbiz.com/news/2021/april/11/join-virtual-capitol-hill-lobby-day-ocean-climate-action-april-14,vermontbiz.com,20210409T181500Z,English,United States,2021-04-09 18:15:00,1
OAE,ocean-based climate solutions,A Favorable Fetch For US Offshore Wind,https://www.marinelink.com/news/a-favorable-fetch-us-offshore-wind-486790,marinelink.com,20210412T213000Z,English,United States,2021-04-12 21:30:00,1
OAE,ocean-based climate solutions,Coastal News Today | AK - Harvesters to NOAA : Ecosystem - based solutions are needed,https://www.coastalnewstoday.com/post/ak-harvesters-to-noaa-ecosystem-based-solutions-are-needed,coastalnewstoday.com,20210413T074500Z,English,United States,2021-04-13 07:45:00,1
OAE,ocean-based climate solutions,The shipping industry needs to move in line with the Paris Agreement,https://thehill.com/opinion/energy-environment/548926-the-shipping-industry-needs-to-move-in-line-with-the-paris,thehill.com,20210419T130000Z,English,United States,2021-04-19 13:00:00,1
OAE,ocean-based climate solutions,Kerry : U . S . seeks IMO goal of zero emissions by 2050,https://www.marinelog.com/shipping/kerry-u-s-committed-to-imo-zero-emissions-goal/,marinelog.com,20210422T203000Z,English,United States,2021-04-22 20:30:00,1
OAE,ocean-based climate solutions,U . S . Announces Support for Islands - led Global Initiative for Climate Solutions,https://www.prnewswire.com:443/news-releases/us-announces-support-for-islands-led-global-initiative-for-climate-solutions-301276195.html,prnewswire.com,20210423T214500Z,English,United States,2021-04-23 21:45:00,2
OAE,ocean-based climate solutions,How Infrastructure Reform Can Prioritize Ocean Climate Action - Center for American Progress,https://www.americanprogress.org/issues/green/reports/2021/04/26/498695/infrastructure-reform-can-prioritize-ocean-climate-action/,americanprogress.org,20210426T133000Z,English,United States,2021-04-26 13:30:00,1
OAE,ocean-based climate solutions,Coastal News Today | US - How Infrastructure Reform Can Prioritize Ocean Climate Action,https://www.coastalnewstoday.com/post/us-how-infrastructure-reform-can-prioritize-ocean-climate-action,coastalnewstoday.com,20210427T030000Z,English,United States,2021-04-27 03:00:00,1
OAE,marine carbon removal,Carbon180 Unveils Carbon Removal Policy Roadmap for 2021,https://www.globenewswire.com/news-release/2021/05/13/2228898/0/en/Carbon180-Unveils-Carbon-Removal-Policy-Roadmap-for-2021-and-Beyond.html,globenewswire.com,20210513T201500Z,English,United States,2021-05-13 20:15:00,2
OAE,marine carbon removal,"Forget  net zero  emissions target U . S . must get to  net negative  ASAP , nonprofit argues",https://news.yahoo.com/forget-net-zero-emissions-target-110737422.html,news.yahoo.com,20210514T113000Z,English,United States,2021-05-14 11:30:00,1
OAE,ocean-based carbon removal,Ocean Visions Product Aims to Accelerate Development and Testing of Macroalgae - Based Carbon Sequestration,https://brazilbusiness.einnews.com/pr_news/541359475/ocean-visions-product-aims-to-accelerate-development-and-testing-of-macroalgae-based-carbon-sequestration,brazilbusiness.einnews.com,20210518T083000Z,English,United States,2021-05-18 08:30:00,1
OAE,ocean alkalinization,Projected acidification of the Great Barrier Reef could be offset by ten years,https://www.eurekalert.org/pub_releases/2021-06/ip-pao060421.php,eurekalert.org,20210608T091500Z,English,United States,2021-06-08 09:15:00,2
OAE,ocean alkalinization,Projected acidification of Great Barrier Reef could be offset by ten years,https://www.miragenews.com/projected-acidification-of-great-barrier-reef-573640/,miragenews.com,20210608T094500Z,English,United States,2021-06-08 09:45:00,1
OAE,ocean alkalinization,Ships releasing alkalinizing agents could buy time for Great Barrier Reef,https://newatlas.com/environment/acidification-great-barrier-reef-shipping/,newatlas.com,20210609T034500Z,English,United States,2021-06-09 03:45:00,1
OAE,ocean alkalinization,Environmental News Network - Projected Acidification of the Great Barrier Reef Could Be Offset by Ten Years,https://www.enn.com/articles/68003-projected-acidification-of-the-great-barrier-reef-could-be-offset-by-ten-years,enn.com,20210609T164500Z,English,United States,2021-06-09 16:45:00,1
OAE,ocean alkalinization,Artificial Ocean Alkalinization Could Offset the Acidification of the Great Barrier Reef,https://www.azocleantech.com/news.aspx?newsID=29585,azocleantech.com,20210609T173000Z,English,United States,2021-06-09 17:30:00,1
OAE,ocean alkalinity enhancement,Why We Shouldnt Buy Into the Idea of Engineering Our Way Out of the Climate Crisis,https://www.onegreenplanet.org/environment/why-we-shouldnt-buy-into-the-idea-of-engineering-our-way-out-of-the-climate-crisis/,onegreenplanet.org,20210610T170000Z,English,United States,2021-06-10 17:00:00,4
OAE,ocean alkalinity,"The Lowdown on CCS : Part 1 , Carbon Capture",https://energycentral.com/c/ec/lowdown-ccs-part-1-carbon-capture,energycentral.com,20210628T004500Z,English,United States,2021-06-28 00:45:00,1
OAE,ocean alkalinity,Capturing and Storing CO2 while Producing Hydrogen,https://www.azocleantech.com/article.aspx?ArticleID=1263,azocleantech.com,20210628T110000Z,English,United States,2021-06-28 11:00:00,1
OAE,ocean-based climate solutions,Americans Support Investing in Our Coasts Congress Should Too - Center for American Progress,https://www.americanprogress.org/issues/green/news/2021/07/02/501314/americans-support-investing-coasts-congress/,americanprogress.org,20210702T134500Z,English,United States,2021-07-02 13:45:00,1
OAE,ocean-based climate solutions,Coastal News Today | US - Americans Support Investing in Our Coasts Congress Should Too,https://www.coastalnewstoday.com/post/us-americans-support-investing-in-our-coasts-congress-should-too,coastalnewstoday.com,20210706T040000Z,English,United States,2021-07-06 04:00:00,1
OAE,ocean-based climate solutions,Commentary : Maine needs to better prepare for changing climate – and we cant do it alone,https://www.pressherald.com/2021/07/09/commentary-maine-needs-to-better-prepare-for-changing-climate-and-we-cant-do-it-alone/,pressherald.com,20210709T090000Z,English,United States,2021-07-09 09:00:00,1
OAE,ocean-based climate solutions,Franklin resident spending summer advocating for the environment,https://www.wickedlocal.com/story/journal-news-independent/2021/07/08/franklin-resident-spending-summer-advocating-environment/7901977002/,wickedlocal.com,20210712T064500Z,English,United States,2021-07-12 06:45:00,2
OAE,ocean-based climate solutions,Lincoln resident spending summer advocating for environment,https://www.wickedlocal.com/story/concord-journal/2021/07/13/lincoln-resident-spending-summer-advocating-environment/7937294002/,wickedlocal.com,20210713T174500Z,English,United States,2021-07-13 17:45:00,1
OAE,ocean-based climate solutions,Hearing | Committee Activity | The House Committee on Natural Resources,https://naturalresources.house.gov/hearings/remote-fc-markup-71421,naturalresources.house.gov,20210714T211500Z,English,United States,2021-07-14 21:15:00,1
OAE,ocean-based climate solutions,Collaborative Ocean - Based Solutions To Climate Change – Together We Can,https://emagazine.com/collaborative-ocean-based-solutions-to-climate-change-together-we-can/,emagazine.com,20210810T211500Z,English,United States,2021-08-10 21:15:00,1
OAE,ocean-based climate solutions,Let focus on the planet biggest infrastructure,https://thehill.com/opinion/energy-environment/567774-lets-focus-on-the-planets-biggest-infrastructure,thehill.com,20210814T134500Z,English,United States,2021-08-14 13:45:00,1
OAE,ocean-based climate solutions,We can save our coasts with a $10 billion investment,https://thehill.com/opinion/energy-environment/568557-we-can-save-our-coasts-with-a-10-billion-investment,thehill.com,20210819T211500Z,English,United States,2021-08-19 21:15:00,1
OAE,ocean-based climate solutions,Together We Can : Collaborative Ocean - Based Climate Solutions,https://goodmenproject.com/featured-content/together-we-can-collaborative-ocean-based-climate-solutions/,goodmenproject.com,20210829T090000Z,English,United States,2021-08-29 09:00:00,1
OAE,ocean alkalinity enhancement,"Monthly Review | Advance Release ! The Leaked IPCC Reports : Notes from the Editors , October 2021",https://monthlyreview.org/2021/09/08/mr-073-05-2021-09_0/,monthlyreview.org,20210908T144500Z,English,United States,2021-09-08 14:45:00,2
OAE,marine CDR,ASPN | Dr . Wil Burns Decodes the Wild Frontier Space of Carbon Removal,https://www.coastalnewstoday.com/podcasts/dr-wil-burns-decodes-the-wild-frontier-space-of-carbon-removal-changing-waters,coastalnewstoday.com,20210909T051500Z,English,United States,2021-09-09 05:15:00,1
OAE,ocean alkalinity,"To Harness the Power of the Ocean To Fight Climate Change , the Biden Administration Needs a Plan",https://www.americanprogress.org/issues/green/news/2021/09/10/503566/harness-power-ocean-fight-climate-change-biden-administration-needs-plan/,americanprogress.org,20210910T150000Z,English,United States,2021-09-10 15:00:00,3
OAE,ocean carbon removal,The House Ways and Means Build Back Better Bill is a First Step Toward a Fairer Tax Code,https://www.americanprogress.org/issues/economy/,americanprogress.org,20210921T170000Z,English,United States,2021-09-21 17:00:00,1
OAE,ocean-based climate solutions,Commentary : There only one sure way to keep Gullah / Geechee coast clear of oil,https://www.postandcourier.com/opinion/commentary/commentary-theres-only-one-sure-way-to-keep-gullah-geechee-coast-clear-of-oil/article_2866d642-162c-11ec-98d5-77d7698d9865.html,postandcourier.com,20210924T203000Z,English,United States,2021-09-24 20:30:00,1
OAE,ocean alkalinity,"Climate Change Impacts Require Action Not Only at a National Level but also at a Regional and Global Level , ECLAC Stresses | News | Economic Commission for Latin America and the Caribbean",https://www.cepal.org/en/news/climate-change-impacts-require-action-not-only-national-level-also-regional-and-global-level,cepal.org,20210925T050000Z,English,United States,2021-09-25 05:00:00,1
OAE,ocean alkalinity enhancement,"Monthly Review | Notes from the Editors , October 2021",https://monthlyreview.org/2021/10/01/mr-073-05-2021-09_0/,monthlyreview.org,20211001T044500Z,English,United States,2021-10-01 04:45:00,2
OAE,ocean carbon removal,UPDATED :  International Scientists Signal Significant Gap,https://www.globenewswire.com/news-release/2021/10/01/2307326/0/en/UPDATED-International-Scientists-Signal-Significant-Gap-In-Global-Climate-Target-Calculations.html,globenewswire.com,20211001T223000Z,English,United States,2021-10-01 22:30:00,1
OAE,ocean-based carbon removal,UW oceanographer will study how glacial particles remove CO2 from atmosphere,https://www.washington.edu/news/2021/10/29/glacial_particles_co2/,washington.edu,20211029T204500Z,English,United States,2021-10-29 20:45:00,3
OAE,ocean alkalinity enhancement,Climate Vault Launches Request for Proposal ( RFP ) to Support Carbon Dioxide Removal Technologies,https://www.valdostadailytimes.com/news/business/climate-vault-launches-request-for-proposal-rfp-to-support-carbon-dioxide-removal-technologies/article_0597cd14-fc69-5fb5-a1ba-632d7ae01837.html,valdostadailytimes.com,20211201T170000Z,English,United States,2021-12-01 17:00:00,10
OAE,ocean-based carbon removal,Guidance for Ocean - Based Carbon Dioxide Removal Project Report,https://www.aspeninstitute.org/publications/ocean-carbon-dioxide-removal/,aspeninstitute.org,20211208T044500Z,English,United States,2021-12-08 04:45:00,1
OAE,ocean carbon removal,"As climate change escalates , U . S . experts endorse research on storing carbon in the ocean",https://www.washingtonpost.com/climate-solutions/2021/12/08/climate-change-ocean-carbon-storage/,washingtonpost.com,20211208T164500Z,English,United States,2021-12-08 16:45:00,2
OAE,ocean alkalinity,Natural climate solutions cut a steady course through a sea of proposals for ocean carbon dioxide reduction,http://blogs.edf.org/edfish/2021/12/08/natural-climate-solutions-cut-a-steady-course-through-a-sea-of-proposals-for-ocean-carbon-dioxide-reduction/,blogs.edf.org,20211209T000000Z,English,United States,2021-12-09 00:00:00,3
OAE,ocean-based carbon removal,"Skeptical Science New Research for Week # 49 , 2021",https://skepticalscience.com/new_research_2021_49.html,skepticalscience.com,20211209T060000Z,English,United States,2021-12-09 06:00:00,1
OAE,ocean carbon removal,"Democrat climate provisions meet the  Byrd bath , as Manchin targets the methane fee",https://www.washingtonpost.com/politics/2021/12/09/democrats-climate-provisions-meet-byrd-bath-manchin-battles-methane-fee/,washingtonpost.com,20211209T134500Z,English,United States,2021-12-09 13:45:00,4
OAE,ocean-based carbon removal,Scientists say humans can move CO2 from air to oceans,https://www.eenews.net/articles/scientists-say-humans-can-move-co2-from-air-to-oceans/,eenews.net,20211209T143000Z,English,United States,2021-12-09 14:30:00,1
